symbol,companyName,companyNameEng,shortName,foundDate,phone,email,vnAddress,website,industryName,floor,listedDate,vnSummary
TNG,Công ty Cổ phần Đầu tư và Thương mại TNG,TNG Investment and Trading Joint Stock Company,Đầu tư và Thương mại TNG,2003-01-02,+84 (208) 3854462,info@tng.vn,"434/1 đường Bắc Kạn, phường Hoàng Văn Thụ, thành phố Thái Nguyên, Thái Nguyên, Việt Nam",http://www.tng.vn,"Đồ may mặc, trang sức, phụ kiện",HNX,2007-11-22,"Công ty Cổ phần Đầu tư và Thương mại TNG, tiền thân là Xí nghiệp May Bắc Thái, được thành lập năm 1979. Công ty được cổ phần hóa năm 2003. Công ty hoạt động chủ yếu trong lĩnh vực sản xuất và kinh doanh hàng may mặc. Công ty là một trong các doanh nghiệp dệt may xuất khẩu lớn nhất Việt Nam. Công ty sở hữu 10 chi nhánh may với 178 dây chuyền và 4 chi nhánh sản xuất hàng phụ trợ may mặc. Hàng năm, công ty sản xuất khoảng 12 triệu sản phẩm áo khoác và 9 triệu sản phẩm quần Chino. Ngoài thị trường nội địa, sản phẩm của công ty còn được xuất khẩu sang nước ngoài như Hoa Kỳ, EU, Canada và Mexico."
TNH,Công ty Cổ phần Bệnh viện Quốc tế Thái Nguyên,Thai Nguyen International Hospital Joint Stock Company,Bệnh viện Quốc tế Thái Nguyên,2012-03-19,+84 (208) 6285658,ctcpbenhvienquoctethainguyen@gmail.com,"328 Lương Ngọc Quyến, phường Đồng Quang, thành phố Thái Nguyên, Thái Nguyên, Việt Nam",http://congtycophanbenhvienquoctethainguyen.com/,Dịch vụ y tế,HOSE,2021-01-06,"Công ty Cổ phần Bệnh viện Quốc tế Thái Nguyên được thành lập vào năm 2012. Ngành nghề kinh doanh chính của Công ty là Hoạt động của các bệnh viện và trạm y tế, kèm theo đó là bán buôn và bán lẻ dược phẩm, dụng cụ, máy móc thiết bị y tế... Công ty trở thành công ty đại chúng năm 2019."
TNI,Công ty Cổ phần Tập đoàn Thành Nam,Thanh Nam Group Joint Stock Company,Tập đoàn Thành Nam,2009-07-17,+84 (24) 37871396,,"Tầng 3, FLC LANDMARK TOWER, phường Mỹ Đình 2, quận Nam Từ Liêm, Hà Nội, Việt Nam",,Kim loại màu,HOSE,2017-05-29,"Công ty Cổ phần Tập đoàn Thành Nam (TNI) có tiền thân là Công ty TNHH Xuất Nhập khẩu Thành Nam, được thành lập vào năm 2004. Công ty hoạt động chính trong lĩnh vực kinh doanh xuất nhập khẩu thép, thép không gỉ và cung cấp dịch vụ gia công cắt tấm, xẻ băng kim loại. TNI là một trong những đơn vị chuyên gia công cắt xẻ kim loại lớn nhất miền Bắc với quy mô gia công cắt xẻ 60.000 tấn/năm và sản xuất 1.200 tấn ống inox/năm. Công ty chính thức hoạt động theo mô hình công ty cổ phần từ năm 2009.Sản phẩm của Công ty đã xuất khẩu sang hơn 20 quốc gia trong đó các thị trường xuất khẩu chính bao gồm Ấn Độ, Pakistan, Nga, Ukraina, Mỹ, Hàn Quốc."
TNT,Công ty cổ phần tập đoàn TNT,TNT Group Joint Stock Company,Công ty cổ phần tập đoàn TNT,2007-07-02,+84 (24) 62510894,tainguyen.tntgroup@gmail.com,"Tầng 19, tòa nhà Thăng Long, số 98A phố Ngụy Như Kon Tum, phường Nhân Chính, quận Thanh Xuân, Hà Nội, Việt Nam",www.tainguyen.vn,Đầu tư và phát triển bất động sản,HOSE,2010-05-21,"
Công ty Cổ phần Tài Nguyên tiền thân là Công ty TNHH Dương Quân được thành lập năm 2006. Năm 2007 công ty chuyển sang hoạt động theo mô hình công ty cổ phần. Hoạt động kinh doanh của công ty gồm hai lĩnh vực chính là khoáng sản và bất động sản. Hiện tại công ty đang thực hiện dự án khai thác quặng chì, kẽm tại tỉnh Điện Biên với công suất 150 tấn quặng nguyên khai/ngày. Dự án đã đi vào hoạt động từ quý 4/2009 và mang lại lợi nhuận cho công ty. Sản phẩm của công ty ngoài việc tiêu thụ nội địa còn được xuất khẩu sang Trung Quốc (tỷ trọng 60-70%). Lĩnh vực kinh doanh bất động sản công ty mới triển khai trong năm 2009 với hai hoạt động chính là tư vấn, môi giới bất động sản và kinh doanh bất động sản. Công ty đang góp vốn liên doanh xây dựng khu chung cư và văn phòng cho thuê tại khu chung cư Nhân Chính - Hà Nội (25% tổng vốn đầu tư)."
TOT,Công ty cổ phần Vận tải Transimex,Transimex Transportation Joint Stock Company,Vận tải Transimex,2009-03-18,+84 (28) 48666057,,"7/1 Bình Thọ, phường Trường Thọ, quận Thủ Đức, TP Hồ Chí Minh, Việt Nam",http://www.transimextrans.com.vn,Dịch vụ vận tải,HNX,2022-01-20,"Công ty Cổ phần Vận tải Transimex (TOT) có tiền thân là Công ty TNHH MTV Vận tải Giao nhận Ngoại thương, được thành lập vào tháng 03/2009. Công ty hoạt động chính trong lĩnh vực vận tải hàng hóa bằng đường bộ. TOT chính thức hoạt động theo mô hình công ty cổ phần vào năm 2016. Hiện nay, Công ty đang sở hữu và khai thác đôi xe chở hàng hóa, xe vận tải container chuyên dùng với tổng cộng 54 đầu kéo container và hơn 101 rơ mooc. Là công ty con của Công ty Cổ phần Transimex - một trong những công ty hàng đầu Việt Nam về hoạt động logistics, TOT được tạo điều kiện thuận lợi để tham gia vào chuỗi cung ứng dịch vụ của công ty mẹ. TOT được giao dịch trên thị trường UPCOM từ tháng 07/2017."
TPB,Ngân hàng Thương mại cổ phần Tiên Phong,Tien Phong Commercial Joint Stock Bank,Ng.hàng Tiên Phong,2008-05-12,+84 (24) 37688998,info@tpb.com.vn,"Tòa nhà thành phố Bank, số 57, phố Lý Thường Kiệt, phường Trần Hưng Đạo, quận Hoàn Kiếm, Hà Nội, Việt Nam",www.tpb.com.vn,Ngân hàng,HOSE,2018-04-19,"Ngân hàng Thương mại Cổ phần Tiên Phong (TPB) được thành lập vào năm 2008. Tính đến hết năm 2019, tổng tài sản TPBank đạt gần 165 nghìn tỷ đồng, lợi nhuận trước thuế gần 3.900 tỷ đồng, tăng 71.3% so với năm 2018, tổng huy động đạt trên 147 nghìn tỷ đồng. Với định hướng tập trung vào ngân hàng bán lẻ, tín dụng của TPBank trong năm tăng trưởng ổn định với dư nợ đạt gần 102 nghìn tỷ đồng, tăng trưởng trên 20%. Đặc biệt, chất lượng tín dụng của ngân hàng vẫn luôn được đảm bảo, tỷ lệ nợ xấu ở mức thấp 1.28%. Năm 2019, TPBank tiếp tục nằm trong top 500 ngân hàng mạnh nhất Châu Á theo bình chọn của The Asian Banker, đạt giải Tổ chức tài chính xuất sắc Châu Á - Thái Bình Dương theo đánh giá của Enterprise Asia, Top 10 ngân hàng uy tín tại Việt Nam… TPB được niêm yết và giao dịch trên Sở Giao dịch Chứng khoán Thành phố Hồ Chí Minh (HOSE) từ năm 2018."
TPC,Công ty Cổ phần Nhựa Tân Đại Hưng,Tan Dai Hung Plastic Joint Stock Company,Nhựa Tân Đại Hưng,2002-04-22,+84 (28) 39737277,tdhplastic@gmail.com,"414 Lầu 5, Lũy Bán Bích, P.Hòa Thạnh, Q.Tân Phú, TP Hồ Chí Minh, Việt Nam",http://www.tandaihungplastic.com/,Bao bì & đóng gói,HOSE,2007-11-28,"Công ty cổ phần nhựa Tân Đại Hưng được thành lập từ năm 1984, khởi đầu là một cơ sở sản xuất tư nhân nhỏ chỉ với 05 công nhân, chuyên sản xuất bao bì PP tái sinh cung cấp cho các nhà máy hóa chất, phân bón tại thị trường TPHCM và khu vực lân cận..Sản phẩm chủ yếu của Tân Đại Hưng là bao bì dệt PP (polypropylene) và PE (polyethylene) được sử dụng chứa đựng gạo, phân bón, thức ăn gia súc, các sản phẩm nông nghiệp; gồm nhiều chủng loại: bao shopping ghép màng in BOPP, bao PP có lồng bao PE lót bên trong, bao PP in 2 mặt (7 màu), bao Raschel, bao Leno, bao hộp lớn, vải địa chất, vải phủ nông nghiệp, vải hàng rào. Khoảng 70% sản phẩm của công ty được xuất khẩu sang EU, Mỹ, Canada và các nước Châu Á khác. Công suất sản xuất hàng năm bình quân 8.000 tấn thành phẩm."
TPH,Công ty Cổ phần In Sách Giáo Khoa tại TP Hà Nội,Ha Noi Textbooks Printing Joint - Stock Company,Sách giáo khoa HN,2004-05-20,+84 (24) 39680296,phanthuha7675@yahoo.com.vn,"Tổ 60, Thị trấn Đông Anh, huyện Đông Anh, Hà Nội, Việt Nam",www.Hapco.vn,Hoạt động xuất bản,HNX,2006-12-15,"
Công ty Cổ phần In Sách giáo khoa tại thành phố Hà Nội tiền thân là nhà máy In Sách giáo khoa Đông Anh được thành lập năm 1975. Năm 2004, công ty chuyển sang hoạt động theo mô hình cổ phần. Hoạt động kinh doanh chính của công ty là in ấn sách giáo khoa, tạp chí, sách và các ấn phẩm khác. Ngoài ra, công ty còn kinh doanh thiết bị giáo dục và nguyên vật liệu ngành in. Là công ty con của Nhà xuất bản Giáo dục Việt Nam, công ty thực hiện in khoảng 33,8% tổng số bản của Nhà xuất bản Giáo dục mỗi năm. Vốn điều lệ hiện nay là 20 tỷ đồng."
TPP,Công Ty Cổ Phần Tân Phú Việt Nam,Tan Phu Viet Nam Joint Stock Company,CTCP Tân Phú Việt Nam,2005-01-24,+84 (28) 38609340,taplast@tanphuplastic.com.vn,"314 Lũy Bán Bích, Phường Hòa Thạnh, Quận Tân Phú, TP Hồ Chí Minh, Việt Nam",www.tanphuplastic.vn,Bao bì & đóng gói,HNX,2008-09-26,"
Công ty Cổ phần Nhựa Tân Phú (TPP) có tiền thân là Công ty Nhựa Tân Phú trực thuộc Công ty Nhựa Việt Nam (Vinaplast) được thành lập vào năm 1977. Hoạt động kinh doanh chính của Công ty là sản xuất các sản phẩm bao bì, phụ tùng nhựa, mua bán nguyên liệu, vật tư sản xuất ngành nhựa. TPP chính thức hoạt động theo mô hình công ty cổ phần từ năm 2005. Công ty là một trong những đơn vị đầu tiên ở Việt Nam chuyên sản xuất và cung ứng các sản phẩm nhựa HDPE, PET, PP, ABS. Công ty có tổng công suất 2.000 tấn/tháng, nằm trong Top 5 về thị phần nhựa công nghiệp tại Việt Nam. Sản phẩm của Công ty được phân phối trên thị trường miền Bắc, miền Trung, miền Nam và xuất khẩu sang nước ngoài như Nhật Bản, Thái Lan, Campuchia. TPP được niêm yết trên Sở Giao dịch Chứng khoán Hà Nội (HNX) từ năm 2008."
TRA,Công ty Cổ phần Traphaco ,Traphaco Joint Stock Company,CTCP Traphaco,1999-12-24,+84 (24) 37341797,info@traphaco.com.vn,"Số 75 Yên Ninh, quận Ba Đình, Hà Nội, Việt Nam",www.traphaco.com.vn,Dược phẩm,HOSE,2008-11-26,"
Công ty cổ phần Traphaco tiền thân là Tổ sản xuất thuốc thuộc Ty Y tế Đường sắt được thành lập năm 1971. Năm 1999, công ty được cổ phần hóa. Công ty chuyên sản xuất kinh doanh dược phẩm đặc biệt là đông dược, hóa chất và vật tư thiết bị y tế. Hai sản phẩm chủ lực của công ty là Hoat Huyet Duong Nao và Boganic. Hiện nay, Traphaco là doanh nghiệp sản xuất đông dược lớn nhất Việt Nam và là thương hiệu nổi tiếng nhất trong việc trồng nguyên liệu sạch theo tiêu chuẩn GACP-WHO."
TRC,Công ty Cổ phần Cao su Tây Ninh,Tay Ninh Rubber Joint Stock Company,Cao su Tây Ninh,2006-12-28,+84 (276) 3853606,cty-cstn@hcm.vnn.vn,"Quốc lộ 22B ấp Đá Hàng, xã Hiệp Thạnh, huyện Gò Dầu, Tây Ninh, Việt Nam",www.taniruco.com,Hóa chất cơ bản,HOSE,2007-07-24,"
Công ty cổ phần Cao su Tây Ninh tiền thân là đồn điền cao su của Pháp. Ngày 28/12/2006 công ty chính thức hoạt động theo mô hình cổ phần với số vốn điều lệ là 300 tỷ đồng. Hoạt động kinh doanh chính của Công ty là trồng, khai thác, chế biến cao su nguyên liệu và tiêu thụ sản phẩm. Hiện nay Công ty đang sở hữu hơn 7.000 ha cao su, hai nhà máy chế biến mủ cốm và hai dây chuyền chế biến mủ ly tâm với máy móc và thiết bị hiện đại. Sản phẩm cao su của Công ty đã đạt chất cao theo tiêu chuẩn quốc tế. Năm 2007, 60% sản lượng tiêu thụ của Công ty được xuất sang các thị trường Indonesia, Singapore, Hàn quốc, Mỹ, Trung quốc, Thổ nhĩ kỳ. "
TSB,Công ty Cổ phần Ắc quy Tia sáng,Tiasang Battery Joint stock compayny,Ắc quy Tia sáng,2004-10-01,+84 (225) 3857810,,"Đại lộ Tôn Đức Thắng, xã An Đồng, huyện An Dương, Hải Phòng, Việt Nam",www.tiasangbattery.com,Thiết bị điện,HNX,2011-01-19,"Công ty Cổ phần Ắc quy Tia Sáng, tiền thân là Nhà máy Ắc quy Tam Bạc được thành lập năm 1960. Năm 2004, công ty được cổ phần hóa. Tháng 04/2015, vốn điều lệ của công ty là 67 tỷ đồng. Lĩnh vực hoạt động kinh doanh chính của công ty là chuyên sản xuất các loại ắc quy chì, ắc quy tích điện khô, nguyên liệu vật tư cho sản xuất ắc quy. Hiện nay, công ty sản xuất gần 100 chủng loại ắc quy chì axit. Công ty là một trong 3 doanh nghiệp sản xuất ắc quy thuộc Tập Đoàn Hóa chất Việt Nam, đứng thứ 2 về sản xuất ắc quy trong ngành, sau Công ty Cổ phần Pin Ắc quy Miền Nam. Thị trường tiêu thụ chủ yếu của công ty vẫn là thị trường nội địa. Ngoài ra, sản phẩm của công ty còn được xuất khẩu sang thị trường Thụy Điển, Myanmar và Campuchia. Năm 2014, công ty đạt doanh thu thuần 190 tỷ đồng và lợi nhuận sau thuế 21 tỷ đồng."
TSC,Công ty Cổ phần Vật tư kỹ thuật nông nghiệp Cần Thơ,Techno – Agricultural Supplying Joint Stock Company,N.nghiệp Cần Thơ,2003-08-01,+84 (292) 3825848,tsc@hcm.vnn.vn,"1D, Phạm Ngũ Lão, phường Thới Bình, quận Ninh Kiều, Cần Thơ, Việt Nam",www.tsccantho.com.vn,Nông sản và thủy hải sản,HOSE,2007-10-04,"
Công ty Cổ phần Vật tư Kỹ thuật Nông nghiệp Cần Thơ (TSC) có tiền thân là Công ty Vật tư Nông nghiệp Hậu Giang được thành lập vào năm 1976. Công ty hoạt động trong lĩnh vực kinh doanh cung ứng vật tư nông nghiệp, giống cây trồng, sản xuất chế biến xuất khẩu rau quả đóng hộp. TSC chính thức hoạt động theo mô hình công ty cổ phần từ năm 2003. Sản phẩm phân bón nhập khẩu từ các nhà phân bón hàng đầu trên thế giới như Agrosin, Mosaic, Yara Asia, Transammonia AG, Mitsubishi Corp và được phân phối trên khắp các tỉnh Đồng bằng Sông Cửu Long, miền Đông Nam Bộ và Tây Nguyên. Bên cạnh đó, Công ty còn tham gia kinh doanh phân phối ngành hàng tiêu dùng, các mặt hàng nước giải khát và các sản phẩm chăm sóc gia đình và cá nhân thông qua các mạng lưới các công ty con và công ty liên kết. TSC được niêm yết và giao dịch trên Sở Giao dịch Chứng khoán Thành phố Hồ Chí Minh (HOSE) từ năm 2007."
TST,Công ty Cổ phần Dịch vụ Kỹ thuật Viễn thông,Telecommunication Technical Service Joint Stock Company,DV KT Viễn thông,2000-08-07,+84 (24) 37366984,tstjsc@tst.com.vn,"4A, 4B, 4C phố Vương Thừa Vũ, phường Khương Trung, quận Thanh Xuân, Hà Nội, Việt Nam",www.tst.com.vn,Thiết bị viễn thông,HNX,2007-12-13,"Công ty cổ phần Dịch vụ kỹ thuật viễn thông (TST), đơn vị thành viên của Tập đoàn Bưu chính Viễn thông Việt Nam (VNPT), là một trong những đơn vị hàng đầu trong việc cung cấp các dịch vụ xây lắp, bảo dưỡng và hỗ trợ vận hành cho các thiết bị viễn thông cùng các thiết bị phụ trợ trên mọi miền của đất nước, các vùng sâu, vùng xa. Khách hàng của công ty là các bưu điện Tỉnh/Thành phố, các nhà cung cấp dịch vụ viễn thông hàng đầu của Việt Nam và các công ty Viễn thông lớn của nước ngoài đang hoạt động trên lãnh thổ Việt Nam."
TTA,Công ty Cổ phần Đầu tư Xây dựng và Phát triển Trường Thành,Truong Thanh Development and Construction Investment Joint Stock Company,Đầu tư Xây dựng và Phát triển Trường Thành,2008-09-05,+84 (216) 3897359,truongthanhdci@yahoo.com.vn,"thôn Nậm Cưởm, xã Nậm Búng, huyện Văn Chấn, Yên Bái, Việt Nam",http://www.truongthanhgroup.com,Điện,HOSE,2020-09-18,"CTCP Đầu tư và phát triển Trường Thành được thành lập từ năm 2008, với ngành nghề chính là sản xuất vật liệu xây dựng. Công ty được chính thức niêm yết trên sàn HOSE từ ngày 18/9/2020. Sau hơn 1 thập kỷ hình thành và phát triển, Công ty đã phát triển mạnh mẽ với vốn điều lệ đạt 1.350 tỷ đồng và tổng tài sản đạt trên 3.900 tỷ đồng."
TTB,Công ty Cổ phần Tập đoàn Tiến Bộ,Tien Bo Joint Stock Company,Tập đoàn Tiến Bộ,2008-03-05,+84 (208) 3756699,Chungcutienbo@gmail.com,"Ngõ 20/1, đường Dương Tự Minh, tổ 08, phường Quang Vinh, TP Thái Nguyên, Thái Nguyên, Việt Nam",tienbo.vn,Vật liệu xây dựng,HOSE,2018-08-17,"Công ty Cổ phần Tập đoàn Tiến Bộ, tiền thân là Doanh nghiệp Tư nhân Công nghiệp và Thương mai Tiến Bộ, được thành lập năm 1998. Hoạt động kinh doanh của công ty tập trung vào các lĩnh vực như bất động sản, sản xuất và kinh doanh thương mại cốp pha dàn giáo, dịch vụ cho thuê, sản xuất quả cầu lông. Công ty giữ vị trí dẫn đầu trong lĩnh vực Đầu tư Chung cư - Bất động sản, lĩnh vực sản xuất cầu lông tại Thái Nguyên, đòng thời Công ty cũng đạt vị trí số 1 về sản lượng sản xuất và thị phần dàn giáo - cốp pha khu vực Miền Bắc."
TTC,Công ty Cổ phần Gạch men Thanh Thanh,Thanh Thanh Joint Stock Company,Gạch Thanh Thanh,2004-01-02,+84 (251) 3836066,Thanhthanh@hcm.vnn.vn,"Đường số 01, KCN Biên Hòa I, phường An Bình, thành phố Biên Hòa, Đồng Nai, Việt Nam",www.thanhthanhceramic.com,Vật liệu xây dựng,HNX,2010-01-07,"Nhà máy Gạch men Thanh Thanh thuộc sở hữu của một nhóm chủ người Hoa, được khởi công xây dựng từ năm 1969 và đưa vào sản xuất năm 1973. Tháng 07/1976, công ty được đưa vào quốc hữu hoá với tên Nhà máy Gạch men Thanh Thanh. Công ty có hệ thống trên 100 điểm bán hàng rộng khắp tại các tỉnh thành trong khu vực các tỉnh Miền Bắc, Miền Trung và Khu vực Đồng bằng Sông cửu Long và xuất khẩu sang các nước Thái Lan, Campuchia, Srilanka, Hàn Quốc, Pakistan.v.v... Các công xưởng của công ty có tổng cộng 5 dây chuyền sản xuất có công suất thiết kế với sản lượng đạt 5,5 triệu m2/năm. Năm 2013, công ty chiếm khoảng 2% tổng thị phần gạch men cả nước."
TTE,Công ty cổ phần Đầu tư Năng lượng Trường Thịnh,Truong Thinh Energy Investment Joint Stock Company,N.lg Trường Thịnh,2014-05-21,+84 (260) 3868119,,"Số nhà 507 đường Duy Tân, phường Duy Tân, thành phố Kon Tum, Kon Tum, Việt Nam",www.dientruongthinh.com.vn,Điện,HOSE,2018-12-10,"Công ty Cổ phần Đầu tư Năng lượng Trường Thịnh (TTE) tiền thân là Nhà máy Thủy điện Đăk Ne và được tách ra từ Công ty Cổ phần Tấn Phát được thành lập với vốn điều lệ là 25,384 tỷ đồng được thành lập năm 2014. Công ty hoạt động trong lĩnh vực sản xuất, truyền tải và phân phối điện với tổng sản lượng điện bình quân hàng năm khoảng 176,6 triệu kwh. Cổ phiếu TTE chính thức giao dịch trên sàn HOSE vào ngày 10/12/2018"
TTF,Công ty Cổ phần Tập đoàn Kỹ nghệ gỗ Trường Thành ,Truong Thanh Furniture Corporation,Gỗ Trường Thành,2003-08-18,+84 (274) 3642004,truongthanh@truongthanh.com,"ĐT 747, khu phố 7, phường Uyên Hưng, thị xã Tân Uyên, Bình Dương, Việt Nam",www.truongthanh.com,"Đồ đạc, nội thất",HOSE,2008-02-18,"
Công ty Cổ phần Tập đoàn Kỹ nghệ Gỗ Trường Thành tiền thân là Công ty TNHH Kỹ nghệ Gỗ Trường Thành thành lập năm 2000 và chuyển thành công ty cổ phần năm 2003. Hoạt động kinh doanh chính của công ty là sản xuất và kinh doanh các sản phẩm từ gỗ. Sản phẩm chính của công ty được chia thành 4 nhóm sản phẩm: đồ gỗ nội thất, đồ gỗ ngoại thất, ván sàn gỗ và các sản phẩm khác như gỗ xẻ S4S, các chi tiết nhỏ bằng gỗ. Gỗ Trường Thành xuất khẩu khoảng 85% sản lượng sản phẩm gỗ đến hơn 30 quốc gia trên toàn thế giới, cụ thể là Châu Âu (Anh, Pháp, Ý, Hà Lan, Tây Ban Nha), Nhật Bản, Hoa Kỳ, Úc. Đối với thị trường trong nước,công ty duy trì được mạng lưới Đại lý cấp 1 và cửa hàng tự doanh tại Đà Nẵng, Nha Trang, Buôn Ma Thuột, Đà Lạt, Thành phố Hồ Chí Minh, Bình Dương, Bình Phước, Vũng Tàu và Long Xuyên. "
TTH,Công ty Cổ phần Thương mại và Dịch vụ Tiến Thành,Tien Thanh Service and Trading Joint Stock Company,DV Tiến Thành,2003-11-04,+84 (24) 38770620,info@tienthanhjsc.vn,"Khu Đô thị Việt Hưng, phường Đức Giang, quận Long Biên, Hà Nội, Việt Nam",tienthanhjsc.vn,Dịch vụ tiêu dùng chuyên dụng,HNX,2016-10-26,"Công ty Cổ phần Thương mại và Dịch vụ Tiến Thành có tiền thân là Công ty TNHH Tiến Thành được thành lập năm 1994. Bên cạnh các mặt hàng thủ công mỹ nghệ, Tiến Thành còn hoạt động kinh doanh thời trang và đầu tư kinh doanh bất động sản. Tiến Thành chuyển đổi sang hoạt động theo mô hình công ty cổ phần từ tháng 11/2003. TTH là đơn vị nhập khẩu và phân phối các sản phẩm thời trang thương hiệu Valentino Creations (Italia), phân phối thép, quặng sắt tại thị trường Việt Nam. Bên cạnh đó, Công ty cũng tham gia sản xuất gia công hàng thủ công mỹ nghệ và gia công vàng mã. TTH được niêm yết và giao dịch trên Sở Giao dịch Chứng khoán Hà Nội(HNX) từ tháng 10/2016."
TTL,Tổng công ty xây dựng Thăng Long - Công ty cổ phần,Thang Long Joint Stock Corporation,TCT Thăng Long,2014-05-28,+84 (24) 38343087,tlc.mot@hn.vnn.vn,"72 Nguyễn Chí Thanh, phường Láng Thượng, quận Đống Đa, Hà Nội, Việt Nam",www.thanglonggroup.com.vn,Xây dựng công trình,HNX,2018-01-18,"Tổng Công ty Thăng Long - Công ty Cổ phần (TTL) có tiền thân là Xí nghiệp Liên hợp Cầu Thăng Long, được thành lập vào năm 1973. Tổng Công ty hoạt động trong 03 lĩnh vực chính bao gồm: (i) Xây dựng các công trình giao thông, dân dụng và hạ tầng khu công nghiệp, (ii) Cung cấp dịch vụ cho thuê kho bãi và (iii) Sản xuất vật liệu xây dựng. Lĩnh vực xây lắp là ngành nghề truyền thống, đóng góp phần lớn vào tổng doanh thu hàng năm của TTL. Hiện tại TTL cũng đang tập trung mở rộng thị trường để xây lắp các công trình tại địa bàn các tỉnh Miền Trung, hướng tới việc duy trì tăng trưởng 10% hàng năm. Các công trình tiêu biểu của TTL bao gồm: Cầu Thăng Long, Cầu Hoàng Long và cầu Hàm Rồng gói thầu số 4 (giá trị hợp đồng 165,5 tỷ đồng), Gói thầu 1 đoạn Hà Nội – Vinh (310 tỷ đồng), Dự án xây dựng đường Hồ Chí Minh đoạn từ Km164+000 – Km321+000 tỉnh Thanh Hóa-Quảng Trị (677 tỷ đồng), Dự án đường ô tô cao tốc thành phố Hồ Chí Minh – Trung Lương (1.200 tỷ đồng), Dự án xây dựng đường vành đai 3 – Giai đoạn 2 – gói thầu 3 (1.338 tỷ đồng)."
TTT,Công ty Cổ phần Du lịch - Thương mại Tây Ninh,Tay Ninh Tourist - Trading Joint Stock Company,T.mại Tây Ninh,2007-02-05,+84 (276) 3822376,tanitour.tayninh@gmail.com,"Số 1253 đường Cách mạng tháng tám, khu phố Ninh Phước, phường Ninh Thạnh, thành phố Tây Ninh, Tây Ninh, Việt Nam",http://www.tanitour.com.vn,Du lịch,HNX,2017-06-02,"Công ty Cổ phần Du Lịch - Thương Mại Tây Ninh (TTT) có tiền thân là Công ty Du lịch Tây Ninh, được thành lập vào năm 1982. TTT chính thức hoạt động theo mô hình công ty cổ phần từ năm 2007. Công ty hoạt động trong lĩnh vực kinh doanh dịch vụ vui chơi giải trí, du lịch lữ hành quốc tế và nội địa, đặt vé máy bay, đặt phòng khách sạn. Bên cạnh đó, TTT còn kinh doanh phân phối bia rượu, nước giải khát, thực phẩm, hàng tiêu dùng. Công ty được UBND tỉnh Tây Ninh giao nhiệm vụ thu phí tham quan, khai thác kinh doanh hàng hóa và các dịch vụ liên quan tại núi Bà Đen."
TTZ,Công ty Cổ phần Đầu tư Xây dựng và Công nghệ Tiến Trung,Tien Trung Investment Construction And Technology Joint Stock Company,C.nghệ Tiến Trung,2010-12-17,+84 (227) 3823162,lienhe@ttzholdings.com.vn,"Cụm công nghiệp Trà Lý, xã Tây Lương, huyện Tiền Hải, Thái Bình, Việt Nam",www.ttzholdings.com.vn,Vận tải xe tải,HNX,2013-01-29,"Công ty Cổ phần Đầu tư Xây dựng và Công nghệ Tiến Trung, được thành lập vào năm 2003, hiện hoạt động với số vốn điều lệ là 52,5 tỷ đồng.  Hoạt động chính của công ty là khai thác cát, đá, sỏi để cung cấp cho các công trình xây dựng như giao thông đường bộ, xây dựng thủy lợi, các công trình xây dựng trong địa bàn tỉnh Thái Bình. Năm 2013, công ty chính thức niêm yết trên sàn Hanoi Stock Exchange với mã cố phiếu là TTZ. "
TV2,Công ty Cổ phần Tư vấn Xây dựng điện 2,Power Engineering Consulting Joint Stock Stock Company 2,Tư vấn XD điện 2,2007-10-29,+84 (28) 22216468,info@pecc2.com,"32 Ngô Thời Nhiệm, P Võ Thị Sáu, Q3, TP Hồ Chí Minh, Việt Nam",pecc2.com,Dịch vụ hỗ trợ kinh doanh,HOSE,2019-06-06,"Công ty Cổ phần Tư vấn Xây dựng Điện 2 (TV2), tiền thân là Công ty Khảo sát Thiết kế Điện 2, được thành lập năm 1985. Năm 2007, Cổ phần hóa và lấy tên là Công ty Cổ phần Tư vấn Xây dựng Điện 2. Hoạt động chính của công ty là tư vấn xây dựng điện; xây dựng công trình kỹ thuật dân dụng; kinh doanh bán buôn vật liệu, thiết bị lắp đặt trong xây dựng..., kinh doanh bất động sản; sản xuất truyền tải điện. Công ty Cổ phần Tư vấn Xây dựng Điện 2 là một trong bốn Công ty tư vấn điện hàng đầu của Việt Nam, chuyên khảo sát thiết kế lập dự án đầu tư xây dựng phát triển điện. Với lợi thế hơn 30 năm hoạt động trong lĩnh vực khảo sát thiết kế và giám sát xây dựng các công trình nguồn và lưới điện. Nhắc đến TV2, Công ty gắn liền với hàng chục công trình nguồn điện và hàng trăm công trình lưới điện đã được đưa vào vận hành. Các công trình tiêu biểu như: Thủy điện Trị An, Thác Mơ, Cà Mau, Nhơn Trạch, Sơn Mỹ, Đường dây 500kV Phú Mỹ - Nhà Bè - Phú Lâm, 500kV Bắc Nam mạch 1 ; 2...Ngày 06/06/2019, TV2 chính thức giao dịch trên Sở Giao dịch chứng khoán Thành phố Hồ Chí Minh."
